,Date,Country/Region,Confirmed,Deaths,WHO Region_x,Population,Total Cases,Total Deaths,% of Cases,% of Cases that Die,% of Population that Dies,_merge,Cases Death Rate,Country Cases Death Rate,country_flag
93,4/24/20,US,907908,52867,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.05822946818400102,0.038662026566600234,Medium Death Rate
94,4/25/20,US,940829,54517,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.05794570533008655,0.038662026566600234,Medium Death Rate
95,4/26/20,US,968518,55810,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.05762412262859338,0.038662026566600234,Medium Death Rate
96,4/27/20,US,990983,57235,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.057755783903457474,0.038662026566600234,Medium Death Rate
97,4/28/20,US,1015518,59454,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.05854549106958222,0.038662026566600234,Medium Death Rate
98,4/29/20,US,1043038,61960,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.05940339661642241,0.038662026566600234,Medium Death Rate
99,4/30/20,US,1072667,64256,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.05990302675480834,0.038662026566600234,Medium Death Rate
100,5/1/20,US,1106829,66125,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.05974274255553477,0.038662026566600234,Medium Death Rate
101,5/2/20,US,1136024,67681,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.059577086399583104,0.038662026566600234,Medium Death Rate
102,5/3/20,US,1161611,68777,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.05920828917770234,0.038662026566600234,Medium Death Rate
103,5/4/20,US,1184086,70086,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.059189957486196106,0.038662026566600234,Medium Death Rate
104,5/5/20,US,1208271,72393,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.05991453903966908,0.038662026566600234,Medium Death Rate
105,5/6/20,US,1233527,74851,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.06068047152595768,0.038662026566600234,Medium Death Rate
106,5/7/20,US,1261409,76770,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.06086051391737335,0.038662026566600234,Medium Death Rate
107,5/8/20,US,1288587,78497,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.060917113085883996,0.038662026566600234,Medium Death Rate
108,5/9/20,US,1314320,79976,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.06084971696390529,0.038662026566600234,Medium Death Rate
109,5/10/20,US,1334084,80855,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.06060712818683081,0.038662026566600234,Medium Death Rate
110,5/11/20,US,1352962,81868,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.060510199103892055,0.038662026566600234,Medium Death Rate
111,5/12/20,US,1375152,83483,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.06070819807555819,0.038662026566600234,Medium Death Rate
112,5/13/20,US,1396110,85234,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.061051063311630176,0.038662026566600234,Medium Death Rate
113,5/14/20,US,1423727,87008,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.06111283975087921,0.038662026566600234,Medium Death Rate
114,5/15/20,US,1449027,88669,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.061192096489575416,0.038662026566600234,Medium Death Rate
115,5/16/20,US,1474128,89892,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.06097977923219693,0.038662026566600234,Medium Death Rate
116,5/17/20,US,1493132,90644,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.060707291786660525,0.038662026566600234,Medium Death Rate
117,5/18/20,US,1514901,91414,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.06034321714752317,0.038662026566600234,Medium Death Rate
118,5/19/20,US,1535350,92965,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.060549711792099524,0.038662026566600234,Medium Death Rate
119,5/20/20,US,1559157,94533,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.06063084089671534,0.038662026566600234,Medium Death Rate
120,5/21/20,US,1584512,95756,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.060432486469020115,0.038662026566600234,Medium Death Rate
121,5/22/20,US,1608653,97025,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.060314436985477914,0.038662026566600234,Medium Death Rate
122,5/23/20,US,1630476,98146,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.06019469161152939,0.038662026566600234,Medium Death Rate
123,5/24/20,US,1651289,98754,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.05980418933330265,0.038662026566600234,Medium Death Rate
124,5/25/20,US,1670280,99267,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.05943135282707091,0.038662026566600234,Medium Death Rate
125,5/26/20,US,1689163,99952,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.05917250141046187,0.038662026566600234,Medium Death Rate
126,5/27/20,US,1707445,101461,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.05942270468448471,0.038662026566600234,Medium Death Rate
127,5/28/20,US,1730260,102643,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.05932229838290199,0.038662026566600234,Medium Death Rate
128,5/29/20,US,1754764,103809,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.059158382551727756,0.038662026566600234,Medium Death Rate
129,5/30/20,US,1779214,104778,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.058890049201501336,0.038662026566600234,Medium Death Rate
130,5/31/20,US,1799124,105364,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.05856405672983074,0.038662026566600234,Medium Death Rate
131,6/1/20,US,1816479,106136,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.05842952216898736,0.038662026566600234,Medium Death Rate
132,6/2/20,US,1837374,107169,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.05832726489000062,0.038662026566600234,Medium Death Rate
133,6/3/20,US,1857332,108159,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.05823353067733717,0.038662026566600234,Medium Death Rate
134,6/4/20,US,1878683,109168,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.05810879216983387,0.038662026566600234,Medium Death Rate
135,6/5/20,US,1903907,110138,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.057848413814330216,0.038662026566600234,Medium Death Rate
136,6/6/20,US,1926639,110818,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.057518819041865135,0.038662026566600234,Medium Death Rate
137,6/7/20,US,1944370,111269,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.05722624809064118,0.038662026566600234,Medium Death Rate
138,6/8/20,US,1961785,111774,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.0569756624706581,0.038662026566600234,Medium Death Rate
139,6/9/20,US,1979912,112714,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.05692879279483128,0.038662026566600234,Medium Death Rate
140,6/10/20,US,2000706,113631,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.05679545120572438,0.038662026566600234,Medium Death Rate
141,6/11/20,US,2023656,114512,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.05658669259992805,0.038662026566600234,Medium Death Rate
142,6/12/20,US,2048986,115334,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.05628832993490439,0.038662026566600234,Medium Death Rate
143,6/13/20,US,2074542,116084,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.05595644725438193,0.038662026566600234,Medium Death Rate
144,6/14/20,US,2094366,116382,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.0555690839136999,0.038662026566600234,Medium Death Rate
145,6/15/20,US,2114026,116773,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.05523725819833815,0.038662026566600234,Medium Death Rate
146,6/16/20,US,2137731,117612,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.05501721217496495,0.038662026566600234,Medium Death Rate
147,6/17/20,US,2163290,118363,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.054714347128679,0.038662026566600234,Medium Death Rate
148,6/18/20,US,2191099,119067,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.054341223285666235,0.038662026566600234,Medium Death Rate
149,6/19/20,US,2222579,119739,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.05387390054526746,0.038662026566600234,Medium Death Rate
150,6/20/20,US,2255328,120349,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.05336208303182508,0.038662026566600234,Medium Death Rate
151,6/21/20,US,2281767,120604,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.052855528193720046,0.038662026566600234,Medium Death Rate
152,6/22/20,US,2312303,121010,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.052333106863590106,0.038662026566600234,Medium Death Rate
153,6/23/20,US,2347491,121847,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.05190520432240209,0.038662026566600234,Medium Death Rate
154,6/24/20,US,2382426,122604,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.0514618292446439,0.038662026566600234,Medium Death Rate
155,6/25/20,US,2422299,125026,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.05161460249126966,0.038662026566600234,Medium Death Rate
156,6/26/20,US,2467554,125631,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.050913171505061285,0.038662026566600234,Medium Death Rate
157,6/27/20,US,2510259,126120,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.05024182763611245,0.038662026566600234,Medium Death Rate
158,6/28/20,US,2549864,126361,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.049555976318737,0.038662026566600234,Medium Death Rate
159,6/29/20,US,2590668,126711,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.0489105512555063,0.038662026566600234,Medium Death Rate
160,6/30/20,US,2636414,127432,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.048335352490162777,0.038662026566600234,Medium Death Rate
161,7/1/20,US,2687588,128105,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.047665415978937246,0.038662026566600234,Medium Death Rate
162,7/2/20,US,2742049,128803,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.046973267071449123,0.038662026566600234,Medium Death Rate
163,7/3/20,US,2795361,129442,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.04630600484159291,0.038662026566600234,Medium Death Rate
164,7/4/20,US,2841241,129689,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.045645195180556666,0.038662026566600234,Medium Death Rate
165,7/5/20,US,2891124,129960,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.0449513753128541,0.038662026566600234,Medium Death Rate
166,7/6/20,US,2936077,130285,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.04437383624475789,0.038662026566600234,Medium Death Rate
167,7/7/20,US,2996098,131480,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.04388374479072447,0.038662026566600234,Medium Death Rate
168,7/8/20,US,3054699,132300,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.04331032288287651,0.038662026566600234,Medium Death Rate
169,7/9/20,US,3117946,133290,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.04274929713343335,0.038662026566600234,Medium Death Rate
170,7/10/20,US,3185737,134101,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.042094184171511964,0.038662026566600234,Medium Death Rate
171,7/11/20,US,3245925,134777,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.04152190823879172,0.038662026566600234,Medium Death Rate
172,7/12/20,US,3304942,135205,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.04090994637727379,0.038662026566600234,Medium Death Rate
173,7/13/20,US,3364157,135566,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.040297168057257735,0.038662026566600234,Medium Death Rate
174,7/14/20,US,3431574,136466,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.039767756720385454,0.038662026566600234,Medium Death Rate
175,7/15/20,US,3498902,137415,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.03927374930763994,0.038662026566600234,Medium Death Rate
176,7/16/20,US,3576157,138358,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.03868901728867049,0.038662026566600234,Medium Death Rate
177,7/17/20,US,3647715,139266,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.03817896957410324,0.038662026566600234,Medium Death Rate
178,7/18/20,US,3711413,140119,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.03775354561726221,0.038662026566600234,Medium Death Rate
179,7/19/20,US,3773260,140534,Americas,331198130,5032179,162804,1.519%,3.235%,0.049%,both,0.03724471677011391,0.038662026566600234,Medium Death Rate
180,1/24/20,France,2,0,Europe,65288306,195633,30312,0.300%,15.494%,0.046%,both,0.0,0.10067108300640187,High Death Rate
181,1/25/20,France,3,0,Europe,65288306,195633,30312,0.300%,15.494%,0.046%,both,0.0,0.10067108300640187,High Death Rate
182,1/26/20,France,3,0,Europe,65288306,195633,30312,0.300%,15.494%,0.046%,both,0.0,0.10067108300640187,High Death Rate
183,1/27/20,France,3,0,Europe,65288306,195633,30312,0.300%,15.494%,0.046%,both,0.0,0.10067108300640187,High Death Rate
184,1/28/20,France,4,0,Europe,65288306,195633,30312,0.300%,15.494%,0.046%,both,0.0,0.10067108300640187,High Death Rate
185,1/29/20,France,5,0,Europe,65288306,195633,30312,0.300%,15.494%,0.046%,both,0.0,0.10067108300640187,High Death Rate
186,1/30/20,France,5,0,Europe,65288306,195633,30312,0.300%,15.494%,0.046%,both,0.0,0.10067108300640187,High Death Rate
187,1/31/20,France,5,0,Europe,65288306,195633,30312,0.300%,15.494%,0.046%,both,0.0,0.10067108300640187,High Death Rate
